iteration,x1,x2,x3,x4,x5
50,1.3499290967562387e6,1.093462547524381e6,1.2557802921561883e6,723573.771094779,426533.492109115
51,1.3499290967562387e6,1.093462547524381e6,969728.7366903583,697266.4639136153,608026.8394857766
52,1.3499290967562387e6,1.093462547524381e6,1.1132287661498236e6,962108.9895831824,770863.7302985829
53,1.3499290967562387e6,1.093462547524381e6,799383.882338597,477420.72036346275,253197.2846217968
54,1.3499290967562387e6,1.093462547524381e6,1.2690306344188629e6,1.4118171346498826e6,569107.4317824014
55,1.3499290967562387e6,1.093462547524381e6,1.1101808981934944e6,904108.6277950883,439568.26907809754
56,1.3499290967562387e6,1.093462547524381e6,1.1070031898372206e6,889626.5019985065,561580.4031862445
57,1.3499290967562387e6,1.093462547524381e6,960231.7879477469,692421.7741317397,497231.8544804277
58,1.3499290967562387e6,1.093462547524381e6,952083.0932092133,487334.6943488359,240628.53929220804
59,1.3499290967562387e6,1.093462547524381e6,950630.8578311729,841830.4009564342,727292.9189680209
60,1.3499290967562387e6,1.093462547524381e6,1.1032616304205726e6,968104.2322512805,413128.98577875225
61,1.3499290967562387e6,1.093462547524381e6,801857.9056019187,738635.9805325973,287630.9435004031
62,1.3499290967562387e6,1.093462547524381e6,790192.4503691776,708868.4585438552,236431.5655848151
63,1.3499290967562387e6,1.093462547524381e6,950921.6735686541,482642.34951634496,240604.764748629
64,1.3499290967562387e6,1.093462547524381e6,1.2387437520541395e6,689073.8911032858,404267.59654974844
65,1.3499290967562387e6,1.093462547524381e6,789904.0535682228,515293.0541704688,235997.40804539842
66,1.3499290967562387e6,1.093462547524381e6,976157.3623278779,1.086244895459304e6,339163.99358782056
67,1.3499290967562387e6,1.093462547524381e6,788639.2926196952,508776.82738506736,361794.6656898791
68,1.3499290967562387e6,1.093462547524381e6,968417.1396757229,478803.5778046493,235997.160394589
69,1.3499290967562387e6,1.093462547524381e6,964240.8518398379,700970.9984279042,583401.184006793
70,1.3499290967562387e6,1.093462547524381e6,948234.994263175,676829.5290101399,282730.1977372136
71,1.3499290967562387e6,1.093462547524381e6,948234.994292058,475938.47575689864,235996.70533826682
72,1.3499290967562387e6,1.093462547524381e6,962661.7772476901,475396.60967931745,244501.36735694826
73,1.3499290967562387e6,1.093462547524381e6,948162.2435902422,1.0149277102705198e6,532490.3814710006
74,1.3499290967562387e6,1.093462547524381e6,1.1001979863012787e6,971946.6386498981,804926.1526998305
75,1.3499290967562387e6,1.093462547524381e6,1.100768004502703e6,593927.312784472,237900.06323328754
76,1.3499290967562387e6,1.093462547524381e6,767254.6506342263,685555.322204541,235996.90203222583
77,1.3499290967562387e6,1.093462547524381e6,744561.7257604124,480515.93896838854,235996.8741433877
78,1.3499290967562387e6,1.093462547524381e6,1.08939445448739e6,608916.9006183532,279994.46044041624
79,1.3499290967562387e6,1.093462547524381e6,948234.9772197211,675162.6578106503,282730.0459110314
80,1.3499290967562387e6,1.093462547524381e6,1.241554716514538e6,476880.157767887,237812.82336772574
81,1.3499290967562387e6,1.093462547524381e6,948576.8151654936,842642.3001435553,341635.143146656
82,1.3499290967562387e6,1.093462547524381e6,741563.2599134111,474823.3799519834,241140.95671160013
83,1.3499290967562387e6,1.093462547524381e6,962976.4933894556,693042.5555790751,306850.3910366002
84,1.3499290967562387e6,1.093462547524381e6,963065.5663543737,1.075472487110863e6,796971.0490286504
85,1.3499290967562387e6,1.093462547524381e6,962889.0417412636,827083.3170782248,237363.8569147791
86,1.3499290967562387e6,1.093462547524381e6,1.2414268581689238e6,1.09000654855861e6,1.1794828911047024e6
87,1.3499290967562387e6,1.093462547524381e6,741573.909496466,474385.19121378683,236464.3492643399
88,1.3499290967562387e6,1.093462547524381e6,741292.6606346715,474925.7085172098,237750.12886602897
89,1.3499290967562387e6,1.093462547524381e6,1.2397802756114313e6,1.286782571876965e6,432316.266772746
90,1.3499290967562387e6,1.093462547524381e6,939250.8748404777,804364.2820881824,781162.0637942702
91,1.3499290967562387e6,1.093462547524381e6,959017.6419507209,484610.93693302583,236507.37916316278
92,1.3499290967562387e6,1.093462547524381e6,741482.5357918745,600098.317557228,260952.13661912293
93,1.3499290967562387e6,1.093462547524381e6,1.096389250563201e6,585165.2594846052,236868.46268324365
94,1.3499290967562387e6,1.093462547524381e6,741620.0077622514,537127.0453242443,284753.690728785
95,1.3499290967562387e6,1.093462547524381e6,741575.1153624384,474655.3066583016,236171.88379312126
96,1.3499290967562387e6,1.093462547524381e6,937996.0375748402,800466.4287609924,633213.6815880262
97,1.3499290967562387e6,1.093462547524381e6,741430.4772876984,590931.7437768551,472113.70821990445
98,1.3499290967562387e6,1.093462547524381e6,1.0882897023841734e6,474506.95724963176,235996.88898131228
99,1.3499290967562387e6,1.093462547524381e6,958947.6886876367,686539.4721134123,242646.06415730232
100,1.3499290967562387e6,1.093462547524381e6,1.2502813328731111e6,477754.40446076845,236043.24848891984
101,1.3499290967562387e6,1.093462547524381e6,959026.5771353187,474332.9586152344,235996.5975652677
102,1.3499290967562387e6,1.093462547524381e6,742239.0314940675,516735.26426414377,235996.90211380096
103,1.3499290967562387e6,1.093462547524381e6,938027.5584723311,474270.7285506487,235996.7876570218
104,1.3499290967562387e6,1.093462547524381e6,1.2529702011018e6,690410.2232564811,414692.58108853374
105,1.3499290967562387e6,1.093462547524381e6,741563.6554183492,474236.50651271094,235996.81361791765
106,1.3499290967562387e6,1.093462547524381e6,959598.23614958,1.0081609976171306e6,290958.55246103683
107,1.3499290967562387e6,1.093462547524381e6,1.0797961616986229e6,931421.7023162013,237279.89507417823
108,1.3499290967562387e6,1.093462547524381e6,924865.7259894335,942322.666761979,685563.0228548087
109,1.3499290967562387e6,1.093462547524381e6,741536.2721074725,474236.41438405606,235996.81235008457
110,1.3499290967562387e6,1.093462547524381e6,922501.2794159877,474237.20785481285,235997.14724242705
111,1.3499290967562387e6,1.093462547524381e6,1.2495550715811471e6,680934.8019643063,428393.91742123966
112,1.3499290967562387e6,1.093462547524381e6,921003.8141308676,978437.5819910308,813436.3828415731
113,1.3499290967562387e6,1.093462547524381e6,920892.3120173137,975912.1028542481,717408.5617412762
114,1.3499290967562387e6,1.093462547524381e6,939444.0267710139,483772.37280115264,246240.17449678853
115,1.3499290967562387e6,1.093462547524381e6,741557.9310716346,474236.80356575846,235996.6770297207
116,1.3499290967562387e6,1.093462547524381e6,939443.780470106,474238.5679386376,235996.77945743554
117,1.3499290967562387e6,1.093462547524381e6,1.2511206586743006e6,1.1252332587090759e6,557711.2688473524
118,1.3499290967562387e6,1.093462547524381e6,1.2488976150861653e6,1.061077656197568e6,1.1129879529085397e6
119,1.3499290967562387e6,1.093462547524381e6,939443.9259237032,1.0132597873639609e6,692648.7986570471
120,1.3499290967562387e6,1.093462547524381e6,941850.8426222836,777227.0799421337,611836.3674289896
121,1.3499290967562387e6,1.093462547524381e6,1.2453105620638728e6,1.0829042444881715e6,636969.3003837233
122,1.3499290967562387e6,1.093462547524381e6,1.0890194440635303e6,580162.5755321323,244921.7617443147
123,1.3499290967562387e6,1.093462547524381e6,1.0883938895149964e6,474344.35424080916,236113.0018396987
124,1.3499290967562387e6,1.093462547524381e6,939443.7287463751,787158.8912526332,237120.9198518992
125,1.3499290967562387e6,1.093462547524381e6,1.2453560701491185e6,1.2734446367853982e6,558410.0099852621
126,1.3499290967562387e6,1.093462547524381e6,1.2460738198237694e6,1.0445066540354462e6,246404.77160617034
127,1.3499290967562387e6,1.093462547524381e6,915518.820687731,954636.5101362243,268361.7471928743
128,1.3499290967562387e6,1.093462547524381e6,741688.8156095762,474236.72912687727,236254.05554434832
129,1.3499290967562387e6,1.093462547524381e6,934311.5203846942,662256.87319836,421574.1556231007
130,1.3499290967562387e6,1.093462547524381e6,741783.1183042041,513695.66095652455,262687.966927262
131,1.3499290967562387e6,1.093462547524381e6,933854.7074348517,483512.5586636474,241384.6803343878
132,1.3499290967562387e6,1.093462547524381e6,913236.2004892328,478874.2920578874,236407.99906035216
133,1.3499290967562387e6,1.093462547524381e6,741563.6673904301,479510.68273358163,235996.87432916855
134,1.3499290967562387e6,1.093462547524381e6,933945.7722941954,660149.4310998288,416154.34313911083
135,1.3499290967562387e6,1.093462547524381e6,933854.6970565077,474238.55922129215,235996.7793552186
136,1.3499290967562387e6,1.093462547524381e6,1.080269723696085e6,934772.6904386915,293299.7738527019
137,1.3499290967562387e6,1.093462547524381e6,1.2461915910339705e6,1.0473888060193369e6,475042.0215502237
138,1.3499290967562387e6,1.093462547524381e6,933854.696855546,483545.7901334971,241952.887890347
139,1.3499290967562387e6,1.093462547524381e6,919776.9529292923,959822.464000551,658840.5211234591
140,1.3499290967562387e6,1.093462547524381e6,1.244394618735034e6,1.0584942357038804e6,1.131410403740876e6
141,1.3499290967562387e6,1.093462547524381e6,933854.6964775093,769738.0714660808,285515.02510796697
142,1.3499290967562387e6,1.093462547524381e6,919752.1685749565,636324.6859699669,237081.09819248423
143,1.3499290967562387e6,1.093462547524381e6,741563.6673047612,479394.52102010744,248409.74096927757
144,1.3499290967562387e6,1.093462547524381e6,742010.7477655389,586319.7051500361,453885.9092405499
145,1.3499290967562387e6,1.093462547524381e6,933854.6248968081,483515.41928442917,266178.31455674255
146,1.3499290967562387e6,1.093462547524381e6,1.0878627533581853e6,930024.2866426269,236564.23885049034
147,1.3499290967562387e6,1.093462547524381e6,742044.9472170529,474236.4308780296,235997.12580657855
148,1.3499290967562387e6,1.093462547524381e6,1.2450854727273118e6,1.0313073729998353e6,240709.94969315868
149,1.3499290967562387e6,1.093462547524381e6,933854.6250711794,768714.6284123012,628683.8729692833
150,1.3499290967562387e6,1.093462547524381e6,917867.8951955605,644658.7828566174,406665.9936170336
151,1.3499290967562387e6,1.093462547524381e6,741563.722011999,474235.2934780598,235996.81799780735
152,1.3499290967562387e6,1.093462547524381e6,917570.7575274496,643737.8918970788,290954.3168675776
153,1.3499290967562387e6,1.093462547524381e6,917512.4087086252,958308.8092062017,678835.5330175413
154,1.3499290967562387e6,1.093462547524381e6,1.074616395587539e6,570577.28219818,436581.1315175977
155,1.3499290967562387e6,1.093462547524381e6,917447.2503856991,962041.2798725264,276013.5540634291
156,1.3499290967562387e6,1.093462547524381e6,741645.7889191355,474233.74641499785,235996.59756529878
157,1.3499290967562387e6,1.093462547524381e6,739342.0188128744,508864.5557450432,366400.46400959324
158,1.3499290967562387e6,1.093462547524381e6,917249.3526126803,479606.7129984235,236000.20068655323
159,1.3499290967562387e6,1.093462547524381e6,917249.3526143683,644644.0201873535,406501.6654162237
160,1.3499290967562387e6,1.093462547524381e6,934027.9761483839,768877.1751140496,793123.5155993085
161,1.3499290967562387e6,1.093462547524381e6,739196.9165896311,511066.1710258125,235996.90215453273
162,1.3499290967562387e6,1.093462547524381e6,738719.6129198775,474236.32754883677,235996.733309879
163,1.3499290967562387e6,1.093462547524381e6,917249.3553404843,479606.71407611924,239014.8334638734
164,1.3499290967562387e6,1.093462547524381e6,940864.7526700189,485899.9055538162,266293.8067340964
165,1.3499290967562387e6,1.093462547524381e6,738719.612876505,581690.4822522881,244901.78648095718
166,1.3499290967562387e6,1.093462547524381e6,738875.0576926671,509800.0152246874,239706.9576246549
167,1.3499290967562387e6,1.093462547524381e6,738903.9592333856,581796.4341419167,235997.16399218206
168,1.3499290967562387e6,1.093462547524381e6,738362.2173184169,579753.668532019,235996.9731749752
169,1.3499290967562387e6,1.093462547524381e6,1.0832054866553633e6,574736.9551458922,309684.3048785962
170,1.3499290967562387e6,1.093462547524381e6,1.244132667419741e6,1.0433751852945322e6,1.122388079869669e6
171,1.3499290967562387e6,1.093462547524381e6,1.244132667428432e6,1.0318920705550639e6,720857.3588290187
172,1.3499290967562387e6,1.093462547524381e6,940706.7225370079,1.0076668069254425e6,480127.65140519536
173,1.3499290967562387e6,1.093462547524381e6,738427.6852531247,474236.6231240787,236026.29815852147
174,1.3499290967562387e6,1.093462547524381e6,738442.4972097354,507614.96183663094,252853.6583797842
175,1.3499290967562387e6,1.093462547524381e6,941137.4704284647,1.003031019643297e6,787678.0803739447
176,1.3499290967562387e6,1.093462547524381e6,918146.2308792362,956225.9289285019,258647.48645909945
177,1.3499290967562387e6,1.093462547524381e6,940706.8479460278,996997.2794982069,271194.08717971283
178,1.3499290967562387e6,1.093462547524381e6,940706.8479458818,474238.5811367466,236022.71479416284
179,1.3499290967562387e6,1.093462547524381e6,738201.6770172104,479408.18673971185,238127.88108055812
180,1.3499290967562387e6,1.093462547524381e6,738201.6770171218,505470.79694209667,350508.4760786388
181,1.3499290967562387e6,2.3282358510548533e6,3.0864501579162767e6,1.4827145035800976e6,893280.9727766835
182,1.3499290967562387e6,1.578086267878774e6,754201.5727772658,479662.38589496416,235996.6036848521
183,1.3499290967562387e6,1.3774599632315384e6,829500.4368722988,541962.2961608856,245337.77225113675
184,1.3499290967562387e6,1.3313784789378422e6,736073.1355340028,569964.2420371699,339206.97769723437
185,1.3499290967562387e6,1.3288163885470831e6,1.1145842478430462e6,995023.4155999715,1.0656797904034983e6
186,1.3499290967562387e6,1.3287816354889604e6,1.5670883725100602e6,850107.726621198,748011.2729342175
187,1.3499290967562387e6,1.3287816354889604e6,914730.0806224386,756451.6584094348,243796.72355817934
188,1.3499290967562387e6,1.3287816354889604e6,1.9598483465502067e6,2.0334405783792306e6,410925.4870437435
189,1.3499290967562387e6,1.3287816354889604e6,913865.3579514124,637229.8245427727,528797.3073767528
190,1.3499290967562387e6,1.3287816354889604e6,740073.1531960208,474235.9569307068,235996.6497473011
191,1.3499290967562387e6,1.3287816354889604e6,740073.1531963248,512182.92411110597,235996.8975313919
192,1.3499290967562387e6,1.3287816354889604e6,740073.1531963387,474236.37685169594,235996.5975652677
193,1.3499290967562387e6,1.3368863741876357e6,1.6167820969295106e6,884025.898032669,260104.53594090743
194,1.3499290967562387e6,1.3287812386054476e6,1.7293082234964473e6,1.0134080591196674e6,341298.9125891414
195,1.3499290967562387e6,1.328781238605447e6,1.4649681450429899e6,1.6857988736301046e6,1.425735603417538e6
196,1.3499290967562387e6,1.3287812386054476e6,931030.3341534052,648779.0360005493,394270.6282096099
197,1.3499290967562387e6,1.3287812386054476e6,930165.3242487942,478225.94288048655,237499.6954629778
198,1.3499290967562387e6,1.3287812386054476e6,1.1111737945367973e6,860046.9219481521,536786.384217178
199,1.3499290967562387e6,1.328781238605447e6,760982.1007098134,474236.43239795294,235997.14671443927
200,1.3499290967562387e6,1.3287812386054476e6,752262.4957834845,580313.786993261,235996.88959981062
201,1.3499290967562387e6,1.3287812386054476e6,1.1096464617339582e6,557154.2409855176,315090.6147899786
202,1.3499290967562387e6,1.330101802457531e6,1.4103462057950115e6,1.5898951113806777e6,1.2064846355902515e6
203,1.3499290967562387e6,1.3288108961369433e6,938410.8883604326,839652.5744981267,243145.7546426128
204,1.3499290967562387e6,1.3287796964455969e6,755171.6183610748,474236.7491095774,235996.5975652677
205,1.3499290967562387e6,1.3287796964455969e6,925002.6370072635,474236.9541322336,235996.5975652677
206,1.3499290967562387e6,1.3287796964455969e6,755131.6777215718,479161.7969527488,237886.1002167431
207,1.3499290967562387e6,1.3287796964455969e6,1.39488598683425e6,1.4914927586736176e6,460542.1093268944
208,1.3499290967562387e6,1.332800536369606e6,1.700488713037706e6,2.221786923571606e6,526704.3349169323
209,1.3499290967562387e6,1.32880391574261e6,912985.2183810375,754549.5516563831,613827.0837298832
210,1.3499290967562387e6,1.3287816113048303e6,1.1095295584475277e6,1.2291157742847237e6,557510.0327328523
211,1.3499290967562387e6,1.3289663807395385e6,741018.7410713148,474236.013032593,235996.6499924873
212,1.3499290967562387e6,1.3289681570266807e6,1.1091055717117954e6,474257.51340066845,235997.22853270965
213,1.3499290967562387e6,1.3287816076672552e6,741031.0566958826,516241.2549471408,235996.81857674316
214,1.3499290967562387e6,1.3287816076672552e6,1.4075544311976582e6,1.146620489064734e6,820414.5738754729
215,1.3499290967562387e6,1.3287816076678974e6,912972.1104791686,633531.8459132011,278791.9561716898
216,1.3499290967562387e6,1.3287816076678974e6,1.1104338690684754e6,984416.9315680806,237607.399050969
217,1.3499290967562387e6,1.3287816076678974e6,1.4064168020536276e6,1.1146916400202825e6,556327.950352001
218,1.3499290967562387e6,1.3287816076678974e6,1.1122054638246526e6,859145.338228992,414911.1873937581
219,1.3499290967562387e6,1.3287816076678974e6,912972.0834126864,633607.861937854,496291.99305536016
220,1.3499290967562387e6,1.3287816076678974e6,1.4019478275772398e6,680184.3989639992,401612.7996909522
221,1.3499290967562387e6,1.3287816076678974e6,1.1106253184879068e6,1.2109740245800707e6,556252.6888237766
222,1.3499290967562387e6,1.334298225414137e6,1.5537602344510593e6,820279.5283697769,292746.2185497179
223,1.3499290967562387e6,1.336440319719267e6,1.5692961660437193e6,1.6539611135842875e6,362990.5109755248
224,1.3499290967562387e6,1.32944565376525e6,913910.9987611561,474234.31258787797,235996.63895602527
225,1.3499290967562387e6,1.3290876717915726e6,1.3885779101289697e6,1.4718659129195632e6,409592.6337893014
226,1.3499290967562387e6,1.3306417362488522e6,1.5135829191908562e6,520859.95648089424,235996.80671365673
227,1.3499290967562387e6,1.3287821886608708e6,910893.3875074084,745129.9366710475,236478.29242643592
228,1.3499290967562387e6,1.329106539903772e6,1.495262332143467e6,510890.98660670593,378020.1793361362
229,1.3499290967562387e6,1.32878213811213e6,1.386636160942975e6,1.1305866492405366e6,517897.44128696725
230,1.3499290967562387e6,1.32878213811213e6,910862.2973823231,942616.8920815573,554230.3014815021
231,1.3499290967562387e6,1.3288060289614806e6,736458.117172678,474233.0568100459,235996.72911537607
232,1.3499290967562387e6,1.3287821255192594e6,1.4982511192856566e6,1.5684556755602956e6,320466.2967521944
233,1.3499290967562387e6,1.3287821255192594e6,1.1135956703187055e6,978189.2959341826,341255.2686475477
234,1.3499290967562387e6,1.3287821255192594e6,1.498214003897638e6,512045.2561981707,235996.8067596622
235,1.3499290967562387e6,1.3287821255192598e6,910862.8889479551,942178.1055798773,553647.0783029709
236,1.3499290967562387e6,1.3287821255192598e6,1.4985555391524243e6,759202.8489345368,559354.0789068486
237,1.3499290967562387e6,1.3288762810407146e6,1.5025547455827696e6,1.7777982775697978e6,1.2822280459333537e6
238,1.3499290967562387e6,1.328782234344083e6,910824.1434282134,633823.2159668528,236539.4721320263
239,1.3499290967562387e6,1.3288454214524645e6,1.4835326500777714e6,1.5166553809279343e6,1.3158104202686576e6
240,1.3499290967562387e6,1.3289498253453434e6,1.4865095647433065e6,1.568408538099328e6,525194.8296123582
241,1.3499290967562387e6,1.3222227272020155e6,735398.9359562078,501806.41432101757,341345.50777325523
242,1.3499290967562387e6,1.3221956631926978e6,1.129836693380809e6,1.0200608206991642e6,329070.5895543116
243,1.3499290967562387e6,1.3221956631926983e6,1.380672311925557e6,1.3778625771092805e6,1.243082154218671e6
244,1.3499290967562387e6,1.3221956631926983e6,1.125421097040561e6,558340.4103012986,411628.4204877445
245,1.3499290967562387e6,1.3221956631926983e6,909756.5614396881,478678.4213864752,235996.5975652677
246,1.3499290967562387e6,1.3221956631926983e6,1.3782843718584762e6,477304.26476454525,235996.82338311902
247,1.3499290967562387e6,1.3221956631926983e6,1.3804508850200223e6,1.2385573612039615e6,1.3454443579416429e6
248,1.3499290967562387e6,1.3221956631926983e6,1.3787960194339072e6,1.287763911774245e6,1.134791257446717e6
249,1.3499290967562387e6,1.322299289663246e6,1.4742738907676497e6,1.1338883295462923e6,1.232176475960462e6
250,1.3499290967562387e6,1.3222002931923065e6,1.477899189400766e6,738509.2559040738,249961.4737595825
251,1.3499290967562387e6,1.322195637709218e6,1.4738300459926557e6,1.129660088359008e6,540068.3238686654
252,1.3499290967562387e6,1.322195637709218e6,1.1259345779810743e6,1.2024790783036994e6,866575.9162009424
253,1.3499290967562387e6,1.322195637709218e6,1.3716227573064025e6,477072.1492644688,236744.00528517299
254,1.3499290967562387e6,1.322195637709218e6,909747.8862567428,479504.2530446824,237674.68098653242
255,1.3499290967562387e6,1.322195637709218e6,735562.7612636129,474232.89507846895,235996.5975652677
256,1.3499290967562387e6,1.322195637709218e6,735395.590025275,479256.06955580536,238303.6227407201
257,1.3499290967562387e6,1.322195637709218e6,1.3713589008400901e6,476835.4356395058,235997.0604376202
258,1.3499290967562387e6,1.322195637709218e6,1.126011958976542e6,555519.749317517,412423.04392320174
259,1.3499290967562387e6,1.3223521196863716e6,1.3715276526012886e6,663174.3882628935,527240.2051238692
260,1.3499290967562387e6,1.3222202412702478e6,1.3740593839171785e6,1.4385930504972576e6,397818.7050971596
261,1.3499290967562387e6,1.3221956614142493e6,909729.619006248,474233.1875590181,235996.7712400393
262,1.3499290967562387e6,1.3221956614142493e6,909712.209889258,742188.7311280528,243476.444705053
263,1.3499290967562387e6,1.32229946887954e6,735304.9184944353,474233.2387482764,235996.63444379842
264,1.3499290967562387e6,1.3221956679708888e6,909586.7701322853,741757.6225968571,262743.0792982406
265,1.3499290967562387e6,1.3222736458245348e6,1.372150944316287e6,1.4060150830588918e6,1.0827357554323287e6
266,1.3499290967562387e6,1.3221956776809548e6,909640.801394729,477459.25497835036,235996.5975652677
267,1.3499290967562387e6,1.3221956776809548e6,1.372427165581162e6,662131.1923198972,237509.1279095099
268,1.3499290967562387e6,1.3221956776809548e6,909635.3976622506,741890.4212139198,270753.35785734863
269,1.3499290967562387e6,1.3221956776809548e6,1.1254258549534646e6,1.2003812441370194e6,846507.1894063894
270,1.3499290967562387e6,1.3221956776809548e6,909632.7625502418,942460.5708298874,438092.6914443718
271,1.3499290967562387e6,1.3221956776809548e6,909632.792349956,479244.4904640181,235996.5975652677
272,1.3499290967562387e6,1.3221956776809548e6,735266.6641951947,501220.62574832584,235996.5975652809
273,1.3499290967562387e6,1.3221956776809548e6,1.372020864795363e6,476613.0271632931,243966.0779019019
274,1.3499290967562387e6,1.3221956776809548e6,735264.4225831914,474232.9596157872,236034.53487321385
275,1.3499290967562387e6,1.3221956776809548e6,909616.1385976935,478773.54406854854,238118.9491135399
276,1.3499290967562387e6,1.3221956776809548e6,1.1253037370301755e6,474245.21039478446,235997.147242418
277,1.3499290967562387e6,1.3221956776809548e6,735266.3878282842,474232.9296977477,236034.40525311546
278,1.3499290967562387e6,1.3221956776809548e6,1.4733096906929472e6,1.1340009684003852e6,935147.6748718163
279,1.3499290967562387e6,1.3221956776809548e6,1.1256813926684442e6,1.199310170690312e6,548414.2139583075
280,1.3499290967562387e6,1.3221956776809548e6,1.3720208646202e6,1.4363431396807488e6,407213.80625435256
281,1.3499290967562387e6,1.3221956776809548e6,1.1256663046031403e6,474247.9982500102,235996.73239354213
282,1.3499290967562387e6,1.3221956776809548e6,1.1253037568208058e6,1.1966865296433591e6,338706.37396447884
283,1.3499290967562387e6,1.3221956776809548e6,1.1253037568208892e6,474245.10268856166,235997.14724241855
