iteration,x1,x2,x3,x4,x5
157,1.5815431857233625e6,1.5557805005930667e6,1.2334611209917986e6,988614.6530247023,465787.6768446185
158,1.5815431857233625e6,1.5561074837399619e6,1.8635495340016745e6,2.142903457879103e6,2.105652847594768e6
159,1.5815431857233625e6,1.5558256701257452e6,1.1636674627511827e6,496403.5442574416,286790.5786191233
160,1.5815431857233625e6,1.5577077956547681e6,1.5802987507320712e6,554756.4060773498,236755.025489278
161,1.5815431857233625e6,1.5562617134031607e6,1.5170313475291291e6,509095.7788348878,352139.45577566966
162,1.5815431857233625e6,1.5553788820797424e6,1.5491661689590747e6,1.0898775116679827e6,524976.7532894392
163,1.5815431857233625e6,1.556070599852569e6,1.8333365324496068e6,1.923720184913583e6,1.0852813092651134e6
164,1.5815431857233625e6,1.5548896269609248e6,1.568320301220424e6,807661.29111572,431484.79175577615
165,1.5815431857233625e6,1.5550175557171414e6,1.5248971464569108e6,1.4099682558898677e6,847690.8522750689
166,1.5815431857233625e6,1.5546299953839364e6,1.2301721898563998e6,521244.87350426265,237106.7570980324
167,1.5815431857233625e6,1.5546299953839364e6,1.5078487744088937e6,1.3961529701931379e6,235999.82192484065
168,1.5815431857233625e6,1.5549275252389312e6,1.513280563446147e6,693346.9310861656,237233.02548192197
169,1.5815431857233625e6,1.554291543745813e6,2.0794805859011766e6,2.21183510750385e6,635082.0454468712
170,1.5815431857233625e6,1.5539948549492513e6,1.6491253555634865e6,1.2480282134543606e6,249306.8161954165
171,1.5815431857233625e6,1.553063730315574e6,1.63163465331874e6,1.5537271630809875e6,339610.92511846265
172,1.5815431857233625e6,1.5318617885147436e6,1.5032633900178513e6,1.079937685294216e6,524233.9455643667
173,1.5815431857233625e6,1.5328758111247332e6,1.2194019046432045e6,1.1410097914697137e6,243299.4897408444
174,1.5815431857233625e6,1.5328758111204426e6,1.480011528629892e6,1.2250408669853443e6,690458.8169368114
175,1.5815431857233625e6,1.5328758111308254e6,841839.0432987676,707540.6274852753,350235.43242740585
176,1.5815431857233625e6,1.5334498009228795e6,1.1342229276434134e6,546494.3224231526,236461.27312669222
177,1.5815431857233625e6,1.5337337698824354e6,831024.8342281084,505787.9842670731,290158.7488434147
178,1.5815431857233625e6,1.5337337698978055e6,821496.7388189354,514077.7966962764,236236.8581539126
179,1.5815431857233625e6,1.5349524434602805e6,1.5038413175168904e6,493804.3393669866,235998.7146827766
180,1.5815431857233625e6,1.5317679553371295e6,1.1961477565307077e6,493567.9242524636,236114.56212819667
181,1.5815431857233625e6,1.531767955334912e6,1.5109646581632635e6,1.1054072637822074e6,377306.17248942016
182,1.5815431857233625e6,1.5187453699917323e6,1.19174327773148e6,491030.8118053103,236360.3288557271
183,1.5815431857233625e6,1.518745369992009e6,1.4590016867588158e6,489464.9046900638,235998.26304562745
184,1.5815431857233625e6,1.519474477729706e6,1.4604562362622833e6,1.382575101106395e6,524235.2648303116
185,1.5815431857233625e6,1.523896739989473e6,1.9336407372786272e6,625543.0910979162,236075.44693123843
186,1.5815431857233625e6,1.5187304592398303e6,1.0099626533964218e6,945849.4829247883,435999.37607677816
187,1.5815431857233625e6,1.519067328332703e6,1.1207117039665454e6,841171.3305832949,839474.0838852124
188,1.5815431857233625e6,1.5236977934207027e6,1.484635653135878e6,1.8396163093316257e6,535770.2529407006
189,1.5815431857233625e6,1.519194360399114e6,1.1154070014154993e6,1.037028965987708e6,238381.45961325621
190,1.5815431857233625e6,1.522485846716655e6,1.183180962655722e6,833187.9041579629,685684.4804057302
191,1.5815431857233625e6,1.520957283925143e6,1.4845445561724352e6,496624.1298169605,236676.29155392386
192,1.5815431857233625e6,1.4938906348916884e6,1.1720367826216696e6,1.0515394624259495e6,465703.60732642456
193,1.5815431857233625e6,1.5036585360253288e6,811592.106471177,542082.9164296503,235999.57183604495
194,1.5815431857233625e6,1.5035887234748981e6,806778.1012312695,524312.230141972,318015.8357296891
195,1.5815431857233625e6,1.5035887234716718e6,1.0011914489752096e6,489552.1131913943,236026.21193258342
196,1.5815431857233625e6,1.5041712929705905e6,1.1169292742273065e6,1.0513938920294703e6,458106.12396585813
197,1.5815431857233625e6,1.503939352964262e6,1.109557904106791e6,954373.5650059828,502250.28939881525
198,1.5815431857233625e6,1.503588779786254e6,801430.6001318088,908409.2591375127,816538.938513339
199,1.5815431857233625e6,1.503588779786224e6,1.4604613715925561e6,1.4027488602274205e6,524335.9473650282
200,1.5815431857233625e6,1.5037115793987534e6,1.4599900899224002e6,1.3749123000022958e6,235999.82192579054
201,1.5815431857233625e6,1.5040605491701732e6,1.8527182215879234e6,986247.8117097237,305607.9419607057
202,1.5815431857233625e6,1.5022254097540025e6,988853.6765216351,498567.54364673747,236237.27200796446
203,1.5815431857233625e6,1.503762148536358e6,1.6883984175961153e6,564104.8738282509,239350.19535261666
204,1.5815431857233625e6,1.502225455042697e6,1.1552562171513105e6,1.012605172553686e6,972365.746173617
205,1.5815431857233625e6,1.5026932045386531e6,1.10302543338796e6,806537.1551464419,236045.8980512218
206,1.5815431857233625e6,1.5022255846996652e6,1.4551534781613797e6,488773.8787675903,235998.69629424062
207,1.5815431857233625e6,1.5022254707737728e6,982410.0249153276,1.0572508720533063e6,235999.5530018872
208,1.5815431857233625e6,1.5029996231640147e6,1.427293732526299e6,530503.6513789278,358989.34123851266
209,1.5815431857233625e6,1.5032575924926465e6,1.7249845603255723e6,1.682936447029503e6,602777.4410705375
210,1.5815431857233625e6,1.50261823378539e6,792208.138446148,514417.34915966087,275249.5172730846
211,1.5815431857233625e6,1.5022257223607705e6,1.4528193622496678e6,1.332059887136878e6,974531.6379836216
212,1.5815431857233625e6,1.4830084709316366e6,781829.1089582626,649463.5777300706,253357.12759603822
213,1.5815431857233625e6,1.483063898540504e6,1.4337794386121966e6,494787.6918781513,243356.76421143726
214,1.5815431857233625e6,1.4830085548943465e6,1.569513568616708e6,1.3180320852793003e6,621549.5016013188
215,1.5815431857233625e6,1.4833434204040843e6,1.0958609429341778e6,937279.5966860913,922312.7484624651
216,1.5815431857233625e6,1.483008569719941e6,770312.9189128217,485605.65833032236,259684.83319352206
217,1.5815431857233625e6,1.4830085697163949e6,1.5459891721121725e6,1.231593613877697e6,983383.7936045006
218,1.5815431857233625e6,1.4830085697178813e6,770037.6172368935,762703.4014877165,663469.6005408829
219,1.5815431857233625e6,1.483667029809567e6,1.6508457780120075e6,1.9374485508623924e6,361461.702988307
220,1.5815431857233625e6,1.4830085985237167e6,1.597082832353586e6,1.2134297749000345e6,891119.1923876209
221,1.5815431857233625e6,1.4830085985248608e6,769319.3028521418,487561.19095782755,298052.15731328435
222,1.5815431857233625e6,1.4669706704501421e6,1.3558542415280417e6,809854.8359412265,235999.77528745768
223,1.5815431857233625e6,1.4654849083739812e6,1.343905710131166e6,1.2722176117980555e6,311429.6154341933
224,1.5815431857233625e6,1.4654085162043385e6,1.5921554883782049e6,1.1586833673645034e6,499893.6045435953
225,1.5815431857233625e6,1.4645259447712756e6,981656.8588425489,987622.4258585076,525613.2584209868
226,1.5815431857233625e6,1.4643086398137389e6,811538.5724702568,643335.0974602173,646824.9663608272
227,1.5815431857233625e6,1.4644957036337126e6,1.5996113660306097e6,1.4457516650849935e6,971086.9189319112
228,1.5815431857233625e6,1.4645562673009958e6,1.3435049178637774e6,1.3802929416218922e6,670405.2766444581
229,1.5815431857233625e6,1.4644372291210222e6,980862.3965285129,480142.8929689968,263318.0106368435
230,1.5815431857233625e6,1.464647315242708e6,1.0866521372755682e6,540230.0917607001,291562.8387041649
231,1.5815431857233625e6,1.4644069965806366e6,1.1426672500958685e6,821253.9397088957,524133.6725991417
232,1.5815431857233625e6,1.4570301162919533e6,1.3208180663956823e6,1.2304595413941732e6,320166.7668927071
233,1.5815431857233625e6,1.45678091594909e6,769581.4390600563,685074.2922803706,538735.8762200736
234,1.5815431857233625e6,1.45678091594909e6,815187.5845327564,502802.8635717247,239350.19307246193
235,1.5815431857233625e6,1.4570024503671401e6,1.5689761506841173e6,727552.5632796003,725637.1112431018
236,1.5815431857233625e6,1.4567808904843277e6,814272.0882418489,528146.8977780065,246801.6726043278
237,1.5815431857233625e6,1.456780890477926e6,813899.1416399416,689903.41400126,266069.3424132704
238,1.5815431857233625e6,1.456780890477926e6,1.5657583932300517e6,1.7560270901414193e6,1.2467912478729365e6
239,1.5815431857233625e6,1.4567862137786814e6,1.3187859550844557e6,536303.312070292,520376.58867914346
240,1.5815431857233625e6,1.456780893011251e6,1.3185554766675625e6,616466.9026131628,265863.50656970567
241,1.5815431857233625e6,1.4567808930085544e6,1.1358705255421766e6,482910.4871943428,235998.4302581319
242,1.5815431857233625e6,1.4503620685069954e6,768850.1971959174,479034.75381782884,243436.08657185442
243,1.5815431857233625e6,1.4503620685069954e6,970587.9163084999,714685.4376587328,452901.1864036196
244,1.5815431857233625e6,1.451050164957839e6,1.7334889251240175e6,1.8948561204302348e6,836292.0026451102
245,1.5815431857233625e6,1.450626741881133e6,1.5559365263551339e6,1.562420824120718e6,270379.29962735507
246,1.5815431857233625e6,1.450362312294532e6,960287.4554117976,860579.6474097793,598454.8856040598
247,1.5815431857233625e6,1.450362312294532e6,963299.4311130352,477498.17274029204,235998.2051267742
248,1.5815431857233625e6,1.450362312294532e6,959373.8751298995,683803.1909270948,441058.8264874974
249,1.5815431857233625e6,1.4505301061616654e6,1.2899431212898819e6,510010.02817087376,235998.57339876902
250,1.5815431857233625e6,1.4503623160339766e6,805342.0816099306,644233.0320845018,535116.0254727437
251,1.5815431857233625e6,1.4503623160339766e6,804428.3656014488,475672.0771533414,235998.9327881546
252,1.5815431857233625e6,1.4392149093915976e6,766018.3484162029,510484.9984181514,235998.34768789986
253,1.5815431857233625e6,1.4390431077375996e6,1.5741266964610713e6,1.3670498381438337e6,506026.007207097
254,1.5815431857233625e6,1.4390919128487464e6,1.524439162860433e6,995978.6970837746,524159.6179583819
255,1.5815431857233625e6,1.4390431092020927e6,1.1243961655557621e6,947434.947533458,894846.2405215381
256,1.5815431857233625e6,1.4393798004084306e6,1.3776946188561395e6,475337.1032690009,239272.8038476117
257,1.5815431857233625e6,1.4390431256993732e6,1.558488467420637e6,1.3405393797309827e6,524124.1318478015
258,1.5815431857233625e6,1.4395118392165755e6,1.686310261164181e6,1.0455086596127474e6,410382.7214807691
259,1.5815431857233625e6,1.439043149902664e6,1.5515657839993984e6,1.2584335253561153e6,524233.0382290415
260,1.5815431857233625e6,1.4390431499039445e6,957788.4976103201,1.0338019155208524e6,524339.4478738935
261,1.5815431857233625e6,1.4392393148113757e6,1.0739875167471985e6,1.0076728907202501e6,524214.71417888807
262,1.5815431857233625e6,1.432082835938748e6,1.0748949322800147e6,612686.433181012,269017.85944638826
263,1.5815431857233625e6,1.4318358507483427e6,1.1166596623859997e6,1.0473250652963517e6,628649.3027767657
264,1.5815431857233625e6,1.4321010427626122e6,1.5035552751662787e6,1.2879871315828552e6,1.1913384878272302e6
265,1.5815431857233625e6,1.4318329017747804e6,1.564100049840299e6,818249.9344208104,292115.53406708455
266,1.5815431857233625e6,1.4318329017747804e6,1.5013214895940041e6,1.4325722983724661e6,253625.966266762
267,1.5815431857233625e6,1.4318329017794793e6,953073.0176380181,829363.3418869008,250770.7803789458
268,1.5815431857233625e6,1.4318329017795422e6,1.5013214876394384e6,1.2730603142790413e6,1.197168772970173e6
269,1.5815431857233625e6,1.4318329017795422e6,761510.5442220013,475219.53852201113,239375.8640599528
270,1.5815431857233625e6,1.4318338629114118e6,1.0658453136162371e6,1.2131691852420513e6,605396.6086101765
271,1.5815431857233625e6,1.431832902665209e6,1.0728037774026215e6,805444.8880773536,676842.0515593216
272,1.5815431857233625e6,1.426366762450388e6,1.1029560615241975e6,675532.5197366213,236045.57099959164
273,1.5815431857233625e6,1.4263478815116102e6,1.5583888564338945e6,1.3447865597613382e6,524112.34880512103
274,1.5815431857233625e6,1.427524170878814e6,1.3515354559102855e6,1.1158034273849248e6,524122.99881194567
