iteration,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
35,26479.113301630638,5282.002121081609,7920.707354483753,5146.322707474124,10783.972265772301,13050.92261688861,15813.340921978543,25272.32334364645,20528.71727689999,15651.411494866004,4663.608097451495
36,15770.911416568195,13433.79898411466,5701.2524814447725,12023.016370239338,10860.5111822033,6378.874997467777,15339.77434022271,24363.367671112832,14051.455139664396,17807.348000611688,5055.074347623386
37,18775.56459467338,30130.299715672543,12158.686320410085,12612.894058425143,10916.009126017638,18704.8102260702,20063.26852125023,21264.22407956317,21097.324213521377,12380.70425753338,7552.971277023495
38,26406.66366735095,19352.943618575348,11323.221268258449,15374.19062683143,16668.095766666484,13273.076813254998,16043.50542672113,24364.04380340602,20719.321998282838,14035.963869832272,5722.578205526941
39,26406.66366735095,39556.95560751323,11989.238907036597,20217.53735733935,15205.540483331568,14706.920511865583,19875.870017778863,23058.916111110895,21734.06798276772,22535.154592128034,14791.556216561903
40,27153.64596956719,28901.222358678864,4918.240219915951,21328.026856960492,16240.688630473038,20405.214313418168,15323.64421362719,23745.917635041686,14298.311623173051,12058.61830188249,3724.587790615224
41,17466.720322920708,5057.42677840326,19850.68798812593,19868.08492694518,5796.705775028715,15450.127047915728,18589.936139820384,13166.543082094204,24733.48651382506,20875.217556402014,7054.085642377756
42,21498.504498660724,38078.281151647345,7444.687922999119,17850.287747468992,11960.725315194748,14371.286431318762,15646.311372129228,27124.083486777432,21253.362859767545,7732.887456416751,8992.054053440737
43,27557.843771344396,9575.595792078342,7179.899866267398,5146.322707474124,15874.77194943066,12066.404158618576,22143.672043771046,17836.481603429304,21030.09431897947,11146.868875826254,6636.087480356523
44,22332.079777707517,20435.577065188085,5505.939880064101,15018.536888199442,11960.725315194746,18081.326747608124,13215.939187968199,23189.72399739263,20072.077203297376,22812.684456451163,9130.539150921146
45,27922.72306879815,25340.141144128153,12501.378338262564,9378.985207936885,10827.087575476422,21242.67746169702,24175.698147856565,21386.917294479757,19432.40623408367,20744.530243339785,2632.2770578647687
46,17056.09092128826,7965.309120790998,7380.8752991484835,5367.572007582267,7224.206696130594,15817.387489455423,9548.66180004453,20654.10169120961,17305.359963689443,17354.375808747955,9252.791090082223
47,24650.844099033857,12229.275216560274,10881.003951142573,6099.04783738136,8590.043912462857,15171.424991863485,24283.43297622649,15660.330406296744,25811.868351259986,18588.44889409604,28234.9979145892
48,17816.358685885858,18763.396919839382,5433.303354961891,5028.226088456265,9365.987523743746,11371.437787597768,22722.30859927353,23163.16876762971,17827.504196615304,4928.442295282728,5055.0743476233865
49,25279.131816641304,20469.81802822771,6415.632801156895,11157.426271808396,14191.691259079165,11664.209405018702,15502.858277180076,16487.564753298622,19927.43563918931,15176.084481254322,3977.074462994768
50,26720.6086886993,14352.386830425612,5337.481110390954,2906.090406186647,11326.346704237305,20125.988292914357,19590.35649162228,18090.832744428604,15557.1307196697,17335.02326532158,886.1449354573776
51,27550.165405634227,3503.6783991023754,13423.55153268945,3220.431310684776,10249.414397691797,19600.72684391497,13452.262133672173,23259.998297954644,12036.402495449576,15023.766324203447,2090.309361781625
52,16910.955190918143,9321.3678687187,9254.724451315678,8465.695478979043,10772.196556104063,20974.376822577073,19911.785263760372,21180.22597831649,13815.524798543955,10668.983614154351,3711.5746361887955
53,19964.042251742092,7280.302935455642,30273.664786359008,14330.041730752619,11009.091281504065,12573.944183433858,12949.375349847194,24670.982184926244,17734.86351937963,14213.28277106247,9886.857848174008
54,24292.444811342684,21471.157644319992,22966.356208872014,6095.434598780839,11938.010446965385,17065.508451725284,24907.272706554417,21228.93321489992,28719.704375424673,21333.121945368228,5708.898650223174
55,26720.6086886993,26997.23484222291,11989.238907036593,11859.676430124857,9769.79876751002,13370.444286164216,21425.517556561357,25483.359193710665,24645.532569507664,16369.287237886721,3374.829087764909
56,27922.72306879815,20469.81802822771,18115.290452878533,11073.911363377536,21086.502860631153,20359.67472186684,15496.463098492051,17664.325778307855,20795.525438034976,15810.503886752751,3960.476529713927
57,26720.6086886993,40669.628180885724,5857.902990853021,19973.971454579703,11449.159387758571,15481.913712677648,17686.503655171626,25823.65861876438,16662.204110121045,14852.564497611496,417.5511944882666
58,26720.6086886993,40013.87858556077,9574.273130673702,5725.300899533875,18948.010227068364,15341.79263656408,18534.522278095876,17430.328049786716,22698.086438578197,15305.988581983864,5099.561366641129
59,26720.6086886993,24178.31830001328,3633.743537062052,15470.588905144625,9425.299192616521,22083.36518907292,14449.798581113324,17993.596906964718,26123.143092382194,15802.449325408103,5882.009183298219
60,17375.373524414266,30130.29971567253,26506.58643471519,21899.25555019334,14624.8512526161,8225.189610599831,18823.48298095784,29275.608856547646,31021.487124654832,21362.998920922237,3004.8256401128956
61,19051.296065548,24180.701019750366,18037.805490424464,20654.487355443176,15375.973743761833,15493.143621483388,24710.972899695003,22626.55689136019,25442.8979654724,8899.06753224489,4345.281182139015
62,23759.85058319002,29195.786191182742,12835.03597865008,21683.12927377247,12603.18672227946,15266.678128952122,15813.139806415118,17616.56459023186,28778.031961673252,10962.908008971124,9019.786986407458
63,26479.113301630638,8400.247835625692,15031.606113864882,6896.346289291611,16570.88047312484,16386.44549736491,8309.957098531264,22191.099968021743,19849.130826642173,7448.730461572715,0.0
64,19553.69469655851,32151.44298544989,12880.934681062201,12297.681694737468,11644.734584483464,15757.477720855244,21995.530604447693,24936.067924882114,28873.807835389976,11228.969786560407,6252.146401057346
65,26479.113301630638,23393.321989829223,11935.891577299766,19768.62744421052,11425.862456050627,12520.134237264696,17124.801148615712,22510.37586819195,20460.570143492332,13006.750287274655,849.1336537273305
66,19339.19020583627,20469.818028227724,6002.8009622811915,14517.616085718284,11454.328407817733,17991.145140616845,18156.047321509985,20145.66141189018,19235.589844709553,9811.810066158709,10764.974450184603
67,23237.836516288233,10772.643661934744,9949.33153848942,12679.752877264726,8703.514287257525,9947.010934793983,27367.466919428844,21937.80128590626,14451.883208778223,16932.656332078805,8973.941137878646
68,26720.6086886993,38934.97733073933,18272.21755249041,23180.967822462215,19875.948090646867,21271.7719048113,24575.14538174684,23856.948137477888,22454.312550681814,18819.066508035194,3460.855285424562
69,26720.6086886993,21997.395846063133,13962.146226564892,11179.96313033081,18620.901509729094,14110.089139646623,24433.116927221283,24139.764099370743,24394.649035078874,10818.830293317958,16382.77971290951
70,26720.6086886993,22671.418571356342,5996.572371186745,19793.040310188506,12068.645397525088,14528.105182102297,12398.90861348742,23293.923634666287,8705.532122503468,10776.755948602286,4388.781384715049
71,27922.72306879815,25269.8258159504,12647.085979552321,20861.728354604926,12518.102660126235,20125.988292914357,17817.316049231074,21563.223097924652,21343.885055820574,23415.083192464805,7057.723470019447
72,27456.69641625869,39843.43406610427,13930.399041316601,14958.47631879853,13675.327771024977,19423.306902820106,19539.12321948189,18002.886072985166,23756.3929666646,19346.945459279268,3596.8186804452635
73,23206.2743497772,6047.145740113984,7246.410511529053,19131.47300383204,16179.175950469298,13250.902814164912,16011.921011666604,9277.848405409553,13285.829219857958,8201.91913197281,417.23002979602995
74,26720.6086886993,35618.52585064598,8964.600818457633,13041.927658046843,14210.004496987778,18189.730704634887,21865.857858604675,21425.10751742406,25839.036255004074,11135.83947943524,4376.4925177020095
75,27903.328433843886,20469.818028227724,11337.839426247863,14006.06230557303,12099.945775671464,21405.98777555369,24942.15370502562,18296.15737232283,16382.930370563143,15135.965745632884,2348.354613826172
76,19104.603235642648,5075.965850742555,10769.122243429018,7916.446653916535,10859.720792872164,8719.958901864746,19942.392270001732,15446.321148504014,16109.954159058985,12805.860109353573,6198.530511338959
77,24026.4104743951,24178.318300013252,5592.3267123068135,8595.115770820445,16482.66474266446,18086.747296334437,15946.783949291617,9507.620914475876,15233.78219171238,13618.747699374362,4060.0458228877537
78,26720.6086886993,10125.663661275634,6874.346055898098,16530.99897463615,7934.931360445316,12400.583201870879,11833.162936970897,16746.283725520272,13292.962402718398,12064.417691499517,17959.851469483106
79,26471.56954846528,22989.351203716917,18119.780500043005,8521.395023577883,13500.560614769282,10383.779021220906,19916.486847692937,21142.640152492935,27514.460076631472,16230.848926933533,9615.299524429201
80,26720.6086886993,20469.81802822771,8093.974329881465,14206.581491031064,5695.992960304659,19006.016027105114,18135.05422690836,20028.95843694234,31063.49777144328,17275.84836559246,9117.285235050329
81,21771.07934076272,19809.38995984542,5802.945908566705,5337.68113240063,11996.12337974884,16624.572650588543,16781.71166459435,22739.875863855486,20303.06529140499,13832.200573046406,1008.9916520608523
82,27666.481973972997,14000.065596964147,13640.477707820215,5255.714445634987,13705.814934094227,12371.714592117396,22588.59463760627,30035.692066331612,15087.930996974303,11072.87239120927,4192.379827064882
83,22183.124058721995,6739.9987248266425,20596.93573995913,7204.7785905083,4452.8126175333355,15024.609831341993,28251.451097396515,23818.77105260066,18495.06295528902,10259.033543822929,9034.2293427423
84,26064.389914248284,24036.52636204588,8015.40309864204,5926.4560739646295,13215.873203904082,14356.334583660722,13598.111587292104,19559.29724027156,22008.89771239898,13357.88168913467,18994.947592715278
85,23295.07877554005,19928.807503203905,13934.499770425211,15002.783532525102,5426.784181197797,19303.999946422056,23132.965486798585,23006.280575353794,21515.567810407443,13776.359885172382,10322.416718144965
86,27297.494323963034,9275.213944106707,14446.467394175066,5526.965668321658,14239.345077116244,11020.019090160878,22931.65244393675,24325.283006360238,23581.583438835765,13517.466962768543,3805.748479319559
87,22708.909711828976,22781.15115435656,8334.229756323024,13426.298940723862,8955.81885415821,10370.579598126407,16981.156996896592,23661.41345340029,20743.103032132753,11809.938595627813,6432.941828312604
88,24874.56891997536,20360.58349605327,11780.713053531508,4704.9273083211,13130.410618656766,21967.206009424423,17140.787140238983,26931.017998183608,21275.730122806453,15839.913026950195,3543.5902251924144
89,27456.69641625869,39847.65656783645,7990.677548237401,14526.302728593955,15611.39304835328,23438.31884479466,16594.598508977004,24037.35368239924,20602.244884150565,15554.582996097673,24627.472701436498
90,26720.6086886993,14623.842970411972,9786.024688713804,7077.5425742878715,12290.027841146042,14407.634651214921,18136.862015402174,22601.422556123103,26031.067954947328,17631.67116005912,19183.207960349286
91,26720.6086886993,22827.252004034144,4510.117955107849,8692.179965968984,10803.011116147754,11654.133353247844,19230.538285601644,22388.487002369468,21604.37842926562,12728.629258160958,3917.2276312734625
92,26720.6086886993,18187.606875377158,7383.944404414199,12457.705819142813,13426.03650635363,10812.42155382919,13233.71382797643,21826.694934810603,8631.483902395623,22662.38942674105,14142.85562739025
93,26720.6086886993,23960.276864298383,8210.599368215468,6847.497485630719,13896.81187545188,19196.498723638586,23478.188812546814,26465.879024496004,17397.93792336739,19576.335478416833,2802.8621243519883
94,21569.544959038893,20463.960499100773,20134.89510324251,12124.868651970444,10993.771839808995,19735.767002233166,18669.036078896792,22558.50435808421,25880.32125906542,15489.345398011657,7249.953371854051
95,24725.439561584237,24631.094198291194,5811.03753406778,18602.12746813533,13870.957756044589,16335.225236638797,11845.46820373196,15747.857618525186,12455.027418842297,8984.636921327665,5457.757078690842
96,26720.6086886993,6621.369857556389,16498.458219269443,9150.627411019763,10223.583569022217,15584.12956844899,21058.49877871408,20874.56522320577,16208.067568070364,14215.381978384288,24712.575437072283
97,27922.72306879815,25553.065414944926,6250.844946378518,8534.473737926859,16171.878507039031,17285.995996383102,19695.88739516215,22859.691672231194,21412.54514803495,16157.280204184624,7513.243571246571
98,20267.94993221836,27393.897384711858,3176.229656039902,6125.590007655285,11257.189597247434,17564.65641350368,20689.889091710666,16126.33276365134,14216.267908747657,19539.230266868162,18994.947592715278
99,24083.93255701177,22634.592573687758,11192.986602776778,9337.965359913303,18699.941957278636,14607.827157741467,19913.10385644361,20747.634864524083,23797.670417309087,16048.121551547623,4548.578438921237
100,27922.72306879815,9786.307085988967,22028.642757174883,17951.57982634618,8371.011859052453,8733.525193648913,18905.81850564818,24600.98415020087,24068.54900885732,11858.31288722376,7143.696382333679
101,27456.69641625869,20469.81802822771,8819.885848988086,18475.62781494596,15837.82641062939,15754.387907888746,12936.16131869901,18730.37381338071,14346.29689068605,12955.26807558501,2817.560236126004
102,23078.769687578922,28743.531877805653,9541.180829038361,2450.617793903992,12110.218757527125,21285.09529894015,19756.420253371034,18988.51089131579,21101.33399786266,7528.282391975002,3596.8186804452635
103,26602.750487648813,39860.923994949735,19352.736566090236,21251.646506565085,15835.078313940672,20396.46561658837,23591.342949685488,27075.711246209034,16847.679361316357,12423.139727116597,6892.675166216395
104,26720.6086886993,5282.002121081609,8936.527792666533,8894.126626336407,9546.662362449162,17339.594698007095,15680.644147064822,22411.526601275193,19915.702157972333,20430.325387663714,4073.7104039258525
105,27894.70916313232,40018.08310287039,19842.166105463843,4204.921128168164,15990.037968778583,20725.832470474536,28677.732231583985,19696.4062210392,24223.370871639512,18884.911147824492,4905.48688513196
106,26720.6086886993,23434.92776795343,18225.75645455663,8752.745053189432,18931.77857438384,13250.4676011426,24249.28800171386,22268.19302414713,20695.905190763046,9557.22969959916,5055.0743476233865
107,27859.40380351616,22088.843324819904,8265.173710871124,17014.515183560186,20455.716405989093,17001.771722060734,19431.84655200825,25126.366510519085,16223.757526911982,17079.709469430043,14783.782337074636
108,27922.72306879815,7438.283968382014,8359.253496138967,5546.948808805671,14198.441356311303,13074.731693865846,18172.834975192207,20171.817721346673,15531.080433038893,8004.508589133375,4254.651743095486
109,26720.6086886993,12560.670127291818,5787.8720246768,15834.494648797452,9150.119478975263,16291.883298867284,18847.876730652635,18894.94279577027,13355.064400341747,4977.054110759497,2928.500000000001
110,27922.72306879815,17921.967634670305,21329.519260371326,9753.995600265569,19280.02522326777,19728.747143385128,17742.350010797614,20892.891863486977,22728.612785784837,15167.635770886605,5055.0743476233865
111,26720.6086886993,14229.55383781472,6707.143371901083,5922.309081302464,12494.094080562227,15619.972975765764,19223.429145064893,20841.927540994788,21276.710370802848,11958.709825247073,7322.5094737278105
112,27157.22843099869,23895.472455919717,14233.855097299147,12902.5004586756,11022.934079558863,22805.479998407714,18907.81236755,29928.762671770422,17452.146903747584,14779.041456302179,21512.313946617633
113,26821.32658247277,8710.588685529094,5944.884650142844,3225.2663388981587,10371.328336223642,15034.306213806049,20482.544646006732,13367.379006223699,20985.32074862827,19225.06046279805,19046.973207089075
114,27922.72306879815,24178.318300013252,10057.761788877498,10358.14111748047,13402.302134690442,14677.05618453342,23382.27492481827,22125.28266245155,26036.496544871858,14876.274400438211,2684.2912360205805
115,26769.550742047315,28870.1412265138,8210.59936821548,8267.695955858588,19706.337792496473,22717.40400077027,15680.644147064822,27652.239194261416,22538.411199458864,19491.404997630947,4111.599029052348
116,27771.736267569548,4841.3679174466615,9551.99264839447,6710.61402603583,9062.058535047605,10745.318528385616,18502.691169960028,25470.866329757246,16384.362156826042,14914.525738078983,3731.1151926313023
117,27922.72306879815,11704.571112782656,18183.75048910427,18818.54831507441,11092.966404190049,14377.470672886451,16344.81654150423,18694.76392919169,27257.441158800884,9357.436122262909,17935.037028654966
118,21569.544959038893,13262.771434344671,13487.344284113644,5142.540421181313,13266.803214693993,8529.121463013296,22324.23693667007,19932.52062275982,22889.997495822674,12695.332491000372,10217.333480907093
119,25875.369533455898,35618.52585064598,15907.86830579794,13401.364395182783,17255.113817512294,21039.00957628174,25695.770439584467,28330.498155936428,23799.111980801634,14688.726639192953,2970.021786611733
120,27922.72306879815,20469.81802822771,17028.714761334275,12573.9876072894,13087.246429931172,13322.647661534325,23348.6198290981,28525.799240232463,22488.622419811883,21213.264995880203,7054.416068099489
121,27922.72306879815,25140.579019718763,7761.653531050992,2672.0518331708067,7389.53006187858,20831.475020315007,22916.69643621987,21597.532600795173,26210.441692595938,16498.719213378845,2942.528162739145
122,27922.72306879815,5282.002121081609,10985.556770586563,8547.468801569628,3319.9708742909465,15611.837342665443,17425.823720744233,19900.145790669227,25766.129870156223,17229.219554865183,8734.878732601434
123,27922.72306879815,10125.663661275634,22028.642757174883,9149.788082790263,22417.749998364117,11189.23744551966,19848.782954338825,20507.344685039167,14868.61608849936,18421.111918084567,4298.72398456445
124,27922.72306879815,23393.321989829197,13672.959302855405,7483.265299824412,14990.925296350246,21388.93103705966,17373.335263205663,15987.461614566033,16839.579291123435,23123.463761130024,6889.249313917238
125,27922.72306879815,9325.048019231543,9956.067533678613,6842.515437429553,11979.97800636019,19848.926447175138,14487.235178416882,18517.64730138876,20913.877717658615,12794.325178604708,2911.0462761689896
126,27922.72306879815,10289.450652376356,22944.582382693607,12690.834017934922,5525.507982339748,16192.38923304086,27554.729780635338,22650.06467178072,23162.698011420405,12181.03268193379,0.0
127,27922.72306879815,39843.4340661043,4332.206421075107,13778.136065908455,16973.62044042682,15193.114258479072,23272.737158158314,24116.208646780306,21324.359682865997,15018.632790567654,19066.19436357398
128,22708.909711828976,20469.81802822771,5422.921026271744,13935.385727198445,14953.349836104966,10044.566622995964,22874.081316920252,29067.34744919861,14273.584356382484,13363.971396953635,17956.08495250898
129,26149.319412783116,11130.224092813274,16958.731232648875,2823.5934505315813,14717.835830588623,18298.39595550467,21255.905654577848,15871.875706161254,15590.159861849348,8216.792287684933,24777.32512011188
130,27922.72306879815,19411.329955156318,12618.11599076425,12246.039382672248,17498.34954282836,13906.271393429312,22203.19431473917,18824.652900663223,21150.138330344562,15451.19611060333,5688.406138658365
131,27922.72306879815,13136.763044756035,5592.326712306799,18820.032068279488,13870.957756044589,8662.872283332239,20909.720813302647,12980.237390958033,11459.131479472175,11545.638929038949,8992.054053440737
132,27456.69641625869,7223.095649931293,6258.177846919994,3200.2822157652186,13786.754914408739,19755.17538173039,17956.667313253056,17479.60361809157,20856.877424259335,15874.720162335094,9007.241395466774
133,27922.72306879815,23423.44948536113,7036.207029420286,10902.12360400946,16171.878507039017,7771.213140128781,20680.814880457514,23300.79130391601,21491.10543334729,13583.669067789198,3105.210903576121
134,27037.922515536495,39847.65656783648,8528.449994811608,5698.052109801453,19875.948090646853,17825.040623887504,22035.437256846755,28268.13153129578,25524.00215517462,15408.884067217374,9493.047557041335
135,27922.72306879815,8284.108394982708,12897.972627808871,20355.796652287896,15692.118011831939,16282.146426556237,18855.18245291544,20753.313028235756,18231.9897556855,16893.29863785807,3392.973165221248
136,27229.36198964704,6908.296224481449,6258.177846919995,5811.634199963707,8362.655184609337,20087.160104286093,22831.182367064815,17955.803197602923,17763.725343219747,16668.051503714647,4819.870797790359
137,27922.72306879815,13975.962461604311,5205.305217158765,5185.288945581808,20266.666281488717,10670.94160805113,12029.008223123217,19173.510913697966,18481.418109249433,10373.920426978117,24674.92333000024
138,26720.6086886993,8358.736399131292,1662.251452531417,1171.2933606825754,8825.08851037995,15704.38761021338,20206.541215336223,19828.39939569292,14697.263700333375,16791.20717394768,9278.827928239481
139,27610.869991714415,39843.43406610429,8348.102242496801,18574.830472807866,11362.378167029647,14011.291344045982,17215.379412945353,21645.487445495815,15202.637497393916,22138.357207268713,19066.194363573974
140,27401.972561958595,30107.539902095225,13593.406777552125,12315.249232376349,18782.97304379084,11660.232391221192,18270.52460950665,21558.54520719554,22558.52535088827,16692.957541374304,4322.717349739725
141,27922.72306879815,3503.6783991023754,18391.0556757082,17317.72585234038,4699.548672143387,13376.014692876708,13905.756736935617,20896.767029707717,12882.265568612418,11544.787706044359,2262.3056542730587
142,26720.6086886993,10934.179793484333,6449.110330437245,3610.8569402947865,10465.163924399545,8584.627445604276,18724.966674953783,14805.054529406174,21202.503657655438,11675.153226632916,9004.034312435075
143,28006.822447104838,13945.086923362813,5114.915115702611,14792.80595335304,5038.820615058671,12167.855343535695,12133.312777141075,20849.9539551048,21448.05823118459,15153.055232721927,2555.7768252085266
144,28342.60925350368,30107.539902095225,6385.074392310844,3646.262011922136,15602.576071043464,10568.954883025292,24708.82368854125,27628.63699091844,21104.842024610116,20572.96889036501,17941.9450990896
145,27456.69641625869,39847.42923443901,2832.7016809862293,6442.809549412429,16670.93332222499,21757.754115166037,22104.381130357866,23435.197268253392,22571.01133925754,13703.30500567329,18994.94759271527
146,27905.519068886533,23432.749722262986,5487.35482521729,17510.100559240564,6480.808929971381,19484.071068264348,14507.736164936754,22397.295341524834,14732.462797826649,13887.821359147827,10251.697886852313
147,26720.6086886993,20620.93253129764,8088.036593937977,9775.815920072077,8859.728647348082,15653.082982437822,21352.483522013423,23481.367957374285,23874.969065849677,11885.677559447511,2554.831812948365
148,24680.180809702808,27633.127243722814,5054.597952438825,3922.232748413522,14559.840244960968,22973.708105866084,17129.267290525833,15987.461614566038,26132.791785195233,21176.514872832056,3722.5057286293204
149,28342.60925350368,23624.762182422168,9019.614933786279,10170.736452442961,6645.969768614297,20279.09818887991,26038.35809174866,28781.6961072824,27844.832683123703,24300.10012289067,10137.832036690894
150,25035.401968990824,15697.974829508401,16054.936362511839,7696.382448047252,7655.1915237018675,13512.178580164025,23535.685035999788,24348.889021884515,18206.249681300804,15329.246542766215,2361.0702259688624
151,27874.14109554934,24178.31830001328,3761.994420636479,20624.429487910824,15654.527390019128,11271.564125740357,18303.61883695159,23090.77196581818,23998.35210528618,13753.696547784146,4623.572623704114
152,26456.41144333541,26472.68166726342,4432.360293432129,10081.57989022575,17164.66973394923,16050.363391884064,15698.301805073897,26193.40697017438,13849.05136150508,20991.89896498874,19183.207960349286
153,26720.6086886993,10125.663661275634,9112.250426018736,7146.885747439731,10783.972265772301,13018.896949264474,21500.465177075937,18369.021849556848,23847.57158381971,7547.024408754752,9411.227053065366
154,26909.549648845645,7505.4205726691225,15031.606113864897,14382.853444147691,10413.195028790808,15619.43656390463,18887.93272974135,21769.488768006275,14669.290175685444,4896.524537486459,17931.792747288808
